knowledge,major
异构数据,管理科学技术
连接点,计算机科学技术
语法,数学
数据对象,计算机科学技术
千兆以太网,计算机科学技术
用户界面,管理科学技术
加法器,计算机科学技术
解耦,计算机科学技术
存储服务,计算机科学技术
随机数,数学
垃圾邮件,计算机科学技术
并行计算,计算机科学技术
基础设施即服务,计算机科学技术
有向无环图,计算机科学技术
标识,计算机科学技术
缓存,计算机科学技术
名字空间,计算机科学技术
存储网络,计算机科学技术
带宽,数学
拐点,数学
余数,数学
操作数,计算机科学技术
数据组织,计算机科学技术
应用,计算机科学技术
预测模型,管理科学技术
可扩展性,管理科学技术
系统可靠性,数学
存储区域网,计算机科学技术
私有云,计算机科学技术
数据项,计算机科学技术
分类,计算机科学技术
封装,管理科学技术
技术中心,管理科学技术
数据共享,管理科学技术
加速比,计算机科学技术
数据管理,管理科学技术
上传,计算机科学技术
数据传输,数学
数据服务,计算机科学技术
系统能力,管理科学技术
算法,计算机科学技术
性能调优,计算机科学技术
知识工程,计算机科学技术
开源软件,计算机科学技术
软件工程,计算机科学技术
网络分析,计算机科学技术
云计算,计算机科学技术
原子操作,计算机科学技术
平均无故障时间,计算机科学技术
议标,管理科学技术
控制台,计算机科学技术
安装,计算机科学技术
线性变换,数学
向量,计算机科学技术
库容,数学
系统升级,计算机科学技术
命名空间,计算机科学技术
聚合,管理科学技术
数据库系统,管理科学技术
团队工作,管理科学技术
计算技术,计算机科学技术
数据流程图,管理科学技术
细粒度,计算机科学技术
并行算法,计算机科学技术
绑定,计算机科学技术
系统软件,计算机科学技术
智能城市,管理科学技术
非结构化数据,管理科学技术
维基百科,计算机科学技术
再定位,管理科学技术
数据源,管理科学技术
采样,计算机科学技术
服务计算,计算机科学技术
社交媒体,计算机科学技术
后集,计算机科学技术
数组,计算机科学技术
面向对象数据库,计算机科学技术
方法,计算机科学技术
客户操作系统,计算机科学技术
可执行程序,计算机科学技术
应用问题,计算机科学技术
故障率,数学
子网,计算机科学技术
网状数据库,管理科学技术
广度优先搜索,计算机科学技术
网络附接存储,计算机科学技术
哈希函数,计算机科学技术
存储容量,数学
划分技术,计算机科学技术
系统优化,管理科学技术
集成度,计算机科学技术
追加,计算机科学技术
输入,数学
孵化器,管理科学技术
用户需求,计算机科学技术
平台即服务,计算机科学技术
硬件,计算机科学技术
IP地址,计算机科学技术
商务智能,管理科学技术
数据流,管理科学技术
数据仓库,管理科学技术
操作,计算机科学技术
摩尔定律,管理科学技术
消息,计算机科学技术
原子,自然辩证法
依恋,心理学
民族文化,管理科学技术
调整,心理学
修辞,心理学
现金,管理科学技术
压制,心理学
惯例,管理科学技术
结构,自然辩证法
五行,自然辩证法
从众,心理学
激情犯罪,心理学
进化论,自然辩证法
虚空,自然辩证法
精气,自然辩证法
所指,心理学
关系网,管理科学技术
错觉,心理学
立项,管理科学技术
保密,心理学
冷水机组,机械工程
沸腾,物理学
同类项,数学
蒸发冷却,机械工程
自然通风冷却塔,机械工程
麦克斯韦关系,物理学
直接测量,物理学
回热循环,机械工程
冷却塔,机械工程
烘干,机械工程
制冷剂,机械工程
等熵压缩,物理学
气冷,机械工程
过冷,机械工程
水泵,机械工程
冷却器,机械工程
再热循环,机械工程
空气冷却,机械工程
磁制冷,机械工程
压力表,机械工程
微型燃气轮机,机械工程
换热器管,机械工程
基准,机械工程
转动部件,机械工程
符号,数学
制冷循环,机械工程
热泵,机械工程
内插,物理学
卡诺循环,机械工程
节流过程,物理学
叶片,机械工程
饱和蒸气,机械工程
平面图,数学
框图,数学
孤立系,物理学
塔节,机械工程
半导体制冷,机械工程
压热效应,物理学
过热度,机械工程
凝固点,物理学
混合熵,物理学
不可压缩的,数学
温差电效应,物理学
预冷器,机械工程
临界温度,物理学
虚根,数学
能流,物理学
机械通风冷却塔,机械工程
氟利昂,机械工程
纯氮,机械工程
吸收器,机械工程
蒸气压,物理学
节流阀,机械工程
内能,物理学
特征函数,数学
后冷却器,机械工程
泵效率,机械工程
低压透平,机械工程
线性插值,数学
蒸发器,机械工程
余热锅炉,机械工程
能量损失,物理学
节流损失,机械工程
凝汽器,机械工程
热电制冷,机械工程
熵流,物理学
吸收剂,机械工程
典型过程,数学
临界流,机械工程
隐函数,数学
化学势,物理学
绝对熵,物理学
可逆过程,物理学
冷凝器,机械工程
再热压力,机械工程
阀门,机械工程
电化学,机械工程
剖面图,机械工程
温标,物理学
蒸汽参数,机械工程
过饱和,物理学
等压过程,物理学
太阳风,物理学
螺杆压缩机,机械工程
热效率,机械工程
主蒸汽,机械工程
过热液体,物理学
再热器,机械工程
充要条件,数学
抽汽,机械工程
过冷度,机械工程
湿空气,机械工程
制冷设备,机械工程
绝热过程,物理学
冷库,机械工程
排气量,机械工程
全微分,数学
制冷系统,机械工程
百叶窗,机械工程
减压阀,机械工程
间接测量,物理学
平面坐标,数学
制冷,机械工程
吸附式制冷循环,机械工程
作用力,机械工程
热力学温度,物理学
能量利用系数,机械工程
不可逆过程,物理学
燃气蒸汽联合循环,机械工程
熵条件,数学
推理,物理学
工质对,机械工程
膨胀机,机械工程
机械效率,机械工程
饱和度,机械工程
晶体,数学
子图,数学
范德瓦耳斯方程,物理学
受热面,机械工程
工作温度,机械工程
整体煤气化联合循环,机械工程
单值函数,数学
厂用电率,机械工程
工质,机械工程
稳定平衡,物理学
普适性,物理学
空气调节,机械工程
饱和,物理学
绝热压缩,物理学
温度计,机械工程
汽耗率,机械工程
磁热效应,物理学
积分常数,数学
制冷量,机械工程
气门,机械工程
过热区,机械工程
单位制冷量,机械工程
表述,物理学
示功图,机械工程
压缩性,机械工程
吸收式制冷循环,机械工程
等温过程,物理学
吉布斯佯谬,物理学
场氧化层,电子学
汞灯,机械工程
光刻机,电子学
工艺设备,机械工程
半导体,机械工程
原子碰撞,物理学
聚光镜,机械工程
晶体管,电子学
离子源,机械工程
接触电阻,电子学
冶金级硅,电子学
基板,电子学
压印,机械工程
整流器,机械工程
质量输运,电子学
薄膜淀积,电子学
溅射,电子学
电迁徙,电子学
基片,机械工程
各向同性,机械工程
点缺陷,物理学
执行器,机械工程
重复性,电子学
离子注入,机械工程
过程控制,机械工程
化学清洗,机械工程
深能级,电子学
数值孔径,物理学
自隔离,电子学
弹性模量,物理学
二氧化硅,电子学
低压CVD,电子学
载流子,电子学
加速度计,物理学
介质隔离,电子学
水汽氧化,电子学
扩散率,物理学
固溶度,电子学
大规模集成电路,物理学
干法刻蚀,电子学
物理气相沉积,机械工程
界面态,物理学
驻波,机械工程
非晶态,物理学
有效质量,物理学
工艺过程,机械工程
氮化物,机械工程
电子束加工,机械工程
气压计,电子学
本征半导体,电子学
化学抛光,电子学
真空泵,机械工程
畸变,机械工程
欧姆接触,物理学
有机聚合物,物理学
工步,机械工程
空穴,物理学
热氧化,电子学
针孔,机械工程
尺寸效应,物理学
高真空,电子学
涂胶,电子学
化学气相沉积,机械工程
各向异性刻蚀,电子学
杂质浓度,电子学
机械抛光,电子学
平板显示,电子学
检测装置,机械工程
分凝系数,电子学
难熔金属硅化物,电子学
沟道效应,机械工程
电极,机械工程
氮氧化硅,电子学
离子束,物理学
膜片,机械工程
通孔,电子学
表面吸附,物理学
流量计,机械工程
迁移率,机械工程
各向异性,机械工程
投影光刻机,电子学
电离层,物理学
干氧氧化,电子学
平行光束,物理学
丝网印刷,电子学
传感器,机械工程
残余应力,机械工程
凸角,机械工程
面缺陷,电子学
电阻率,电子学
显示屏,电子学
超纯水,电子学
电子束光刻,电子学
气阀,机械工程
反应气,机械工程
介电常数,电子学
退火,机械工程
表面能,物理学
刻蚀,物理学
质量分析器,机械工程
湿度传感器,机械工程
非晶体,物理学
涂层,机械工程
电子束光刻胶,电子学
集成电路,物理学
杂质扩散,电子学
准分子,物理学
化学腐蚀,机械工程
高宽比,机械工程
塑封,电子学
分辨率,机械工程
保护性气氛,机械工程
激活能,物理学
真空系统,机械工程
单晶生长,物理学
腐蚀速率,机械工程
连通孔,机械工程
重力加速度,物理学
压力传感器,机械工程
机械加工,机械工程
波谷,物理学
分子泵,电子学
击穿电压,电子学
本底,物理学
各向同性刻蚀,电子学
共淀积,电子学
真空阀,机械工程
真空吸盘,机械工程
发射极,物理学
生物芯片,电子学
台阶覆盖,电子学
集成度,电子学
压焊,机械工程
保温层,机械工程
电阻加热,机械工程
等离子体,电子学
离子轰击,电子学
机头,机械工程
爱因斯坦关系,物理学
微处理器,电子学
反应离子刻蚀,电子学
光波,物理学
安全气囊,机械工程
光刻胶,电子学
光胶,机械工程
智力测验,管理科学技术
优先权,数学
职业生涯发展,管理科学技术
人际技能,管理科学技术
保留意见,管理科学技术
简单结构,管理科学技术
利润中心,管理科学技术
士气,心理学
准线,数学
带薪休假,管理科学技术
积极管理,管理科学技术
强化理论,管理科学技术
角色承担,心理学
主题统觉测验,管理科学技术
组织结构图,管理科学技术
公共区域,管理科学技术
刻板印象,管理科学技术
裁员,管理科学技术
归因理论,管理科学技术
斯金纳箱,心理学
象限,数学
归属需要,心理学
虚拟组织,管理科学技术
胜任力,管理科学技术
自我认同感,心理学
